Release_Date,Category,Product,Sub_Product,Function,Sub_Function,Release_Summary,Release_Note,Slack Link,Product Video,CS Video Int,CS Video Ext,Release_Note_Link,Documentation,Assigned Resource,CS Video Added Date
6/8/2023,Product Feature,Monitor,Monitor Integration,,,Enable Monitor Integrations in the integrations page,"- Accurate Display: Easily see which Workload Integrations (e.g., RabbitMQ, Redis) and Control Plane Integrations (e.g., Kubernetes CoreDNS, cAdvisor) are enabled or disabled for each environment via the existing Monitoring Integrations page.
- Global Control: Enable or disable these integrations across all environments with just one action, simplifying configuration and saving time for our support team.
- Coming  :soon:, Fine-grained Control: Choose whether integrations are enabled by default and selectively enable or disable them for specific clusters.",Slack Link,Gifs,Video,,NA,NA,Srikant,07/23/2023
6/8/2023,Utility,Secure,Falco,,,Code compiler downloaded and launched in container,"This rule detects the usage of compilers that were not installed in the original image. This rule is an improvement of the existing one “Launch Code Compiler Tool in Container”: if a compiler is used and was not part of the original image for sure an investigation is needed.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v16 Ruleset",Slack Link,NA,NA,NA,NA,NA,,
6/8/2023,Utility,Secure,Falco,,,K8s Portforwarding Detected,"K8s Portforwarding Detected
This rule detect Detect any attempt to portforward to a selected pod looking at k8s audit logs.
Policy: Sysdig K8s Activity Logs
False Positive Chance: None",Slack Link,NA,NA,NA,NA,NA,,
6/8/2023,Component,Monitor,Prometheus Integration,,,1.15.0,"Integrations:
Feat: New Integration: Rancher (part 2!) :cow: - Kubernetes Control Plane (RKE Kube-Proxy, RKE2 API Server,  RKE2 Controller Manager, RKE2 CoreDNS, RKE2 Etcd, RKE2 Kube-Proxy, RKE2 Scheduler)
Feat: New integration - OracleDB
Feat: Disable the IBM Cloud integrations, dashboards and alerts for now
Analyze: Behaviour of RKE and K8s Jobs in every cluster and dashboards
Dashboards and alerts:
Support: Node exporter dashboard port for Medidata
Fix: Alert in Habor have missing comparison
Support: [Nordea] Sysdig Dashboard for ArgoCD
Docs:
Fix: Improve integrations documentation
Doc: Add information on how to modify the Prometheus config file in the Windows Prometheus Bundle
Promcat:
Feat: Create an instruct training for Promcat.io",Slack Link,NA,NA,NA,Release Notes,NA,,
6/9/2023,Component,Secure,Admission Controller Int,,,3.9.21,"admission-controller helm version v0.8.3 :helm-icon: serves AC v3.9.21
A quick release for a quick fix for an issue appending different falco rules files.
Solves ESC-3312",Slack Link,NA,NA,NA,Release Notes,NA,,
6/12/2023,Component,Platform,Terraform Provider,,,1.8.0,"IBM Secure support (aka Workload protection)
Teams management on IBM Secure
Notification channels management on IBM Secure
Ability to specify IBM platform metrics on secure teams resource
New group_mapping_config resource
new weight option for sysdig_group_mapping resource",Slack Link,NA,NA,NA,Release Notes,NA,,
6/13/2023,Component,Secure,CLI Scanner,,,1.5.0,"Added support to apply image based accepts for all versions of the image, that image in a specific registry & repository, as well as a contain string for customized subsets of the environment
Updated the analyzer to inspect also vendor paths
Bumped some internal dependencies to fix a few high and medium CVEs",Slack Link,NA,NA,NA,Release Notes,NA,,
6/14/2023,Component,Monitor,Prometheus Integration,,,1.15.1,"Integrations:
Fix: Memcached exporter entrypoint not working
Fix: Helm charts parameter integration type
Internal tools and docs:
Fix: Improve integrations documentation
Fix: Typo in GCP Compute Engine integration documentation",Slack Link,NA,NA,NA,Release Notes,NA,,
6/14/2023,Component,Secure,Admission Controller Int,,,3.9.22,"an Admission Controller Helm Chart version -> admission-controller-0.8.4
Fix Admission Controller Prometheus Pod Annotations:prometheus:-> This fixes a bug exposing the port as string :facepalm:. Now it's fixed and you can use Prometheus :tm: to scrap our Admission Controller metrics.
And most important: Yet another customer happy, Saxo Bank :tada: as this solves ESC-3327 for them. They combine they own Prometheus instance with our Admission Controller, so you can do it, too :wink:",Slack Link,NA,NA,NA,Release Notes,NA,,
6/14/2023,Product Feature,Secure,VM,,,"The update includes image based accepts for all versions of the image, that image in a specific registry & repository, as well as a contain string for customized subsets of the environment.

It needs CLI 1.5","The Vulnerability Management team is Excited to announce the update of the “Accept Risk” feature for VM. The update includes image based accepts for all versions of the image, that image in a specific registry & repository, as well as a contain string for customized subsets of the environment.
WHAT?
Enable Vuln Managers extend the accept risk functionality in several customizable ways to allow for more controlled scopes of acceptance
WHY?
Previously accepted risk for an CVE, image or host was at either a global scope or individual asset scope.",Slack Link,NA,Video,Video,NA,NA,Tushar,09/05/2023
6/14/2023,Product Feature,Secure,Posture,,,"New APIs for Search and list CSPM Tasks, Get a Single CSPM Task, Re-Scan: Rerun CSPM Task

New Operator in Scopes within Zones - Contains","Tasks API
Did the last posture scan fail and you want to troubleshoot it?
Onboarded a data source and don't see posture results?
Did you fix it and want to refresh the results now without waiting to the next scan?
Did you remediate a failing posture result and want to refresh the result?
See our New CSPM Tasks API Calls:
Search and list CSPM Tasks
Get a Single CSPM Task
Re-Scan: Rerun CSPM Task

Zones Scopes: New Operator - Contains!
Did you ever want to use a naming convention for your scope to include future Data sources and resources?
You could now create Zones Scopes with the Operator: Contains
",Slack Link,NA,NA,NA,NA,NA,,
6/15/2023,Component,Secure,Plugins-Jenkins,,,2.3.0,"Bump of the internal cli-scanner to version 1.5.0, adding the following capabilities:
Support to apply image-based accepts for the following:
               1) All the versions of an image
               2) Images in a specific registry and repository
               3) Images that contain wildcards for a customized subset of the environment
Vendor paths' inspection during analysis
Show of results in VM Overview Page (Dashboards)",Slack Link,NA,NA,NA,,NA,,
6/19/2023,Product Feature,Platform,Platform Integration,Dashboard/Data Source,,Unified Subscriptions page accross Secure and Monitor,"What?
Provide similar look and feel across both products
Allow Secure users to access Usage information
Provide Platform customers with better insight into the usage in both products
Why?
We received requests to allow Secure users to download Usage information
Simplify changes in the future - only one Subscription page to maintain
Availability?
GA in all SaaS regions",Slack Link,NA,NA,NA,NA,NA,,
6/20/2023,Component,Platform,Terraform Provider,,,1.9.0,"Support for new notification template choices for Slack/MS Teams
New minimum_engine_version property for macros and Falco rules",Slack Link,NA,NA,NA,Release Notes,NA,,
6/22/2023,Product Feature,Monitor,Dashboard,,,New Gauge type panel,,Slack Link,NA,Video,Video,NA,Docs Link,Srikant,07/31/2023
6/23/2023,Component,Secure,Admission Controller Int,,,3.9.22,"a new release for Admission Controller :helm-icon: v0.8.6 (public) pointing to v3.9.22 (internal)
feat: remove workload name from sysdig admission controller scanning event title
Why?
Because we have a table in Events Dashboard that's aggregating by Event Titles, so having a dynamic Event Title was not helping that view (see screenshot below)
And yet another customer happy: Air France KLM, as part of ESC-3359",Slack Link,NA,NA,NA,,NA,,
6/26/2023,Product Feature,Secure,Onboarding,,,New Onboarding Feature: AWS Wizard,"Customers tell us which features/install methods they want and we auto-generate their installation instructions with the least privileges and resources deployed as needed.
Customers who need CIEM/Identity and Access Management will still need to use the legacy cloud connector install and will be guided to the docs for that.",Slack Link,Video,NA,NA,NA,NA,,
6/27/2023,Component,Secure,SFC-Azure-TF,,,0.9.6,"released Secure for Cloud :azure_new: just a maintenance release while its deprecation. v0.9.6
It exposes a parameter for changing the log level to info, debug or trace (default: info). This was already possible by tweaking some config files, it can be changed directly in the module without pulling the code.
Due to an escalation with Azure Rules, we decided we need more visibility, as in the debug logs we show the exact payload we got from Azure, so we can fix and adapt those Rules to match this payload
Despite helping with Rules, will help with some connection issues with other Azure infrastructure elements (yes, I'm looking at AZ Eventshub :eyes:)",Slack Link,NA,NA,NA,Release Notes,NA,,
6/27/2023,Product Feature,Secure,Settings,Notification Channel,,Brief version is default now for Teams and Slack,"This is a bit detailed announcement for Sysdig Secure- little more than a week ago, we added an ability to pick either a brief version or detailed version of the notification that goes to Slack and MS Teams.
By default the brief version would be selected for new channels. For existing channels the customers can edit the channel and change the selection.
The Terraform provider has been updated to be able to select specific format.",Slack Link,NA,Video,,NA,NA,Tushar,07/23/2023
6/27/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,Rule Diff,"Currently in the product we have the ability to show a badge when a rule is added or updated. But the next question that comes to customers' minds is - what was updated. The feature answers this question.
Workflow - rules lib → Rule → click one of the rules that was updated - shows rule details - additional icon for diff - clicking it shows the diff.
The user can see up to last 10 significant changes (changes to condition, output, exception)
The diff format combines all different exceptions and append fragments to show a uniform representation of the rule. 
We have also added an ""Rule Updated"" badge on the event to let the user know that the rule for this event was recently changed.
This tracks changes in default rules as well as custom rules.
Note : This is not a full version control system, but something to help customers with what was changed recently in context of operational needs.",Slack Link,NA,Video,Video,Release Notes,Docs Link,Tushar,08/09/2023
6/29/2023,Component,Platform,Agent,,,12.15.0,Introducing Process Tree in Sysdig Secure,Slack Link,NA,NA,NA,Release Notes,NA,,
6/29/2023,Product Feature,Secure,Detection & Response,Events,Events Feed,Introducing Process Tree in Sysdig Secure,,Slack Link,NA,New Flow,New Flow,Release Notes,NA,Tushar,
6/30/2023,Utility,Monitor,Time Series,,,Monitor Custom Timeseries usage for customers,"Customer facing teams will soon be able to have a more proactive approach to tracking customer time series overages, including the ability to investigate the metric category source of a time-series increase. The current proposal is to have an alert notification forwarded to a Slack channel here when a customer either approaches or exceeds their time series entitlement. Please be patient as this process is developed. Here I show how TIAA’s time series usage can be tracked using this metric",Slack Link,NA,NA,NA,NA,NA,,
6/30/2023,Component,Monitor,Prometheus Integration,,,1.16.0,"Integrations:
Fix: Preserve istio_build and pilot_proxy_convergence_time_bucket metrics on IstioD job
Feat: Add support for Istio 1.16
Docs: Fix k8s-PVC integration prerequisites
Feat: Add in Windows Installer an option to change the Prometheus agent port
Fix: Some control plane integrations have wrong label used for agregation
Feat: Tweak PromQL filters in order to avoid great amount of TS in the subqueries
Test: Create a test to check the Prometheus jobs files are correct
Dashboards and alerts:
Fix: Some panels in dashboard has promql queries errors
Refactor: Adapt AWS Metrics Streams dashboards to Sysdig Standard Labels Notation
Promcat:
Update promcat.io cluster
",Slack Link,NA,NA,NA,Release Notes,NA,,
6/30/2023,Product Feature,Platform,Platform Integration,Dashboard/Data Source,,"Ability to open Agent Console from Sysdig Agents page
",,Slack Link,NA,?,?,NA,Docs Link,,
7/3/2023,Component,Platform,Terraform Provider,,,1.10.0,"This release includes:
ability to manage posture zones
ability to fetch posture policies
ability to set zones on secure teams",Slack Link,NA,NA,NA,Release Notes,NA,,
7/4/2023,Component,Platform,Terraform Provider,,,1.10.1, This version includes bugfix (discussion) when setting IBM platform metrics on teams while Sysdig token is used as authentication method.,Slack Link,NA,NA,NA,Release Notes,NA,,
7/4/2023,Utility,Secure,API,,,Vulnerability Management Public APIs - Technical Preview,"Customers can use their API Keys to list VM scan results from Pipeline, Registry and Runtime and use the scan result endpoint to get the detailed JSON output.
The APIs can be used to pull results out of Sysdig for longer storage, building custom reports or building out custom integrations :bulb: customers need.
This is a great first step towards being API first across Secure",Slack Link,,,,NA,NA,,
7/5/2023,Component,Secure,Registry Scanner,,,0.2.42,"new Registry Scanner release v0.2.42 with helm chart registry-scanner-1.1.2
Fix: Add capabilities to work behind a proxy to the new Scanner (both http and https)
Migration: registry-scanner is a private repo and it has been moved to the draios github organization :github:, so we'll leave sysdiglabs org for public repos
So now we are hosted at https://github.com/draios/registry-scanner",Slack Link,NA,NA,NA,Release Notes,NA,,
7/5/2023,Product Feature,Platform,Settings,Agent Access Keys,,Define agent key limit and/or reservation,"Define agent key limit and/or reservation - Limit represents the maximum number of agents a given access key supports, while reservation represents the guaranteed number of agents that the given access key will always be able to connect
Assign an access key to a team
Assign metadata to an access key
Access keys list is visible only to Admin users
Why?
Allow segmenting access keys, allowing customers to assign an access key to a team and setting metadata for an access key",Slack Link,NA,Video,Video,NA,Docs Link,Srikant,08/22/2023
7/6/2023,Utility,Secure,Falco,,,Suspicious network tool downloaded and launched in container,"This rule detects the usage of network tools that were not installed in the original image. It’s an improvement of “Launch Suspicious Network Tool in Container” rule: there will be a high severity alert if some network tool is used and was not part of the original image.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v16 Ruleset",Slack Link,,,,NA,NA,,
7/11/2023,Product Feature,Secure,VM,Runtime,,Cluster Scanner - Local,"The Vulnerability Management team is Excited to announce the CA Release of a Cluster-Based Scanner. The Cluster Scanner allows for deploying runtime scanning via a single cluster instead of the daemonSet in each node or workload.  Documentation of the new feature Is being developed and will be published before GA.
WHAT?
Enable Vuln Managers and DevOps to ease the deployment of VM Scanning solutions in the Kubernetes environment.
Reduce the # of scans and the computational needs of scanning by 80%
Supported with On-Prem (limited) and SaaS solutions
WHY?
Give the DevOps team an easier deployment and O&M requirements for scanning.
Additional Notes:
Looking for a dozen SaaS Clients that are open to migration and testing. Must be SaaS, Runtime, utilizing Kubernetes, and Capability to migrate
Things in the future for GA: Refining the Sizing and Scoping, RBAC, and Metrics on the BE and Cluster Scanner
Doc.Sysdig draft at
https://sysdig-docs-pr-1444.onrender.com/en/docs/installation/sysdig-secure/install-agent-components/kubernetes/install-cluster-scanner/",Slack Link,NA,Video,Video,,?,Majid,08/22/2023
7/11/2023,Product Feature,Secure,VM,Runtime,,Cluster Scanner - Multi,"The Vulnerability Management team is Excited to announce the CA Release of a Cluster-Based Scanner. The Cluster Scanner allows for deploying runtime scanning via a single cluster instead of the daemonSet in each node or workload.  Documentation of the new feature Is being developed and will be published before GA.
WHAT?
Enable Vuln Managers and DevOps to ease the deployment of VM Scanning solutions in the Kubernetes environment.
Reduce the # of scans and the computational needs of scanning by 80%
Supported with On-Prem (limited) and SaaS solutions
WHY?
Give the DevOps team an easier deployment and O&M requirements for scanning.
Additional Notes:
Looking for a dozen SaaS Clients that are open to migration and testing. Must be SaaS, Runtime, utilizing Kubernetes, and Capability to migrate
Things in the future for GA: Refining the Sizing and Scoping, RBAC, and Metrics on the BE and Cluster Scanner
Doc.Sysdig draft at
https://sysdig-docs-pr-1444.onrender.com/en/docs/installation/sysdig-secure/install-agent-components/kubernetes/install-cluster-scanner/",Slack Link,NA,Video,Video,,?,Tushar,08/22/2023
7/12/2023,Component,Monitor,Prometheus Integration,,,1.17.0,"Fix: prometheus_agent service doesn't start in Windows after Installer
Fix: Windows service dashboard is not working correctly
Fix: Broken panels in Calico for more than one cluster
Fix: Pane Images Versions by Workload into Workload Status & Performance dashboard doesn't work
Fix: Alert in Habor have missing comparison
Fix: Some panels in dashboard has promql queries errors
Fix: Nginx grafana dashboard
Feat: New Alert in Sysdig Monitor integration for 110% entitlement
Feat: Hide legacy MongoDB dashboard when there are no metrics for it
Feat: Add timecharts for CPU and Memory usage in Cluster Capacity Planning dashboard
Feat: Rename time series usage dashboard
Feat: disable the IBM Cloud ""integrations"", dashboards and alerts for now
Feat: Node exporter dashboard port
Feat: Populate Overview.mdx metrics from prometheus-job.yaml for k8s-ootb integrations
Feat: Replicate Advisor dashboards as Sysdig Dashboards - Entire infra and cluster",Slack Link,NA,NA,NA,Release Notes,NA,,
7/12/2023,Component,Secure,Cloud Connector,,,0.16.43,"New Cloud Connector release (v0.16.43) under helm chart 0.8.2 :helm-icon:
fix: add aws-cloudtrail-s3-sns-sqs ingestor type for CIEM
fix: falco rules error on appending exceptions",Slack Link,NA,NA,NA,Release Notes,NA,,
7/12/2023,Component,Secure,Admission Controller Int,,,3.9.24,"New Admission Controller release (v3.9.24 ) under helm chart 0.11.3 :helm-icon:
feat: remove workload name from scanning secure events for both dry run and real secure events",Slack Link,NA,NA,NA,Release Notes,NA,,
7/12/2023,Utility,Secure,Falco,,,Find Azure Credentials,"This rule detects common techniques engaged by threat actors to find sensitive Azure credentials from the filesystem. This kind of activity was seen in credentials stealers: they try to steal credentials available in the filesystem in plaintext to perform privilege escalation or abuse of cloud resources.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,,NA,,
7/12/2023,Utility,Secure,Falco,,,Find GCP Credentials,"This rule detects common techniques engaged by threat actors to find sensitive Azure credentials from the filesystem. This kind of activity was seen in credentials stealers: they try to steal credentials available in the filesystem in plaintext to perform privilege escalation or abuse of cloud resources.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,,NA,,
7/12/2023,Utility,Secure,Falco,,,Download and launch remote file copy tools in container,"This rule detects the usage of remote copy tools that were not installed in the original image. It’s an improvement of “Launch Ingress Remote File Copy Tools in Container” rule: can happen that a container uses one of these tools, but if it was not part of the original image an alert with higher severity is needed.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,,NA,,
7/12/2023,Utility,Secure,Falco,,,AWS SSM Agent File Write,"Detects file writes by AWS Simple Systems Manager (SSM) scripted events.
Policy: Sysdig Runtime Activity Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,,NA,,
7/12/2023,Utility,Secure,Falco,,,EC2 Instance Connect System Access,"Detects access to a system using AWS EC2 Instance Connect.
Policy: Sysdig Runtime Activity Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,,NA,,
7/13/2023,Product Feature,Secure,Detection & Response,Forensics,,"Activity Audit has been just graphically overhauled!
","It features:
a better looking detail, similar to the Events’
Cloud labels
Exists/not exists filters",Slack Link,NA,NA,NA,,NA,,
7/13/2023,Utility,Monitor,Time Series,,,"Customer time series utilization will now be tracked in prodmon!
This is a Half release announcement half live-demo","gauge visualization in dashboards
slack sections in notification channels
warning threshold with a Metric Alert defined in PromQL
Notification Templates
embedded images in alert notifications
the ability to silence an alert by the alert ID and by scope",Slack Link,Video,Video,NA,NA,NA,Tushar,09/22/2023
7/13/2023,Product Feature,Secure,Detection & Response,Falco,,Deprecation Notice of policy scopes for next week,,Slack Link,NA,NA,NA,Release Notes,NA,,
7/13/2023,Product Feature,Monitor,Explore,Metric Usage,,We’re thrilled to introduce Metrics Usage!,"With Metrics Usage, we’re taking visibility to a whole new level! This powerful tool provides you with insights into your metrics cardinality, helping you understand which custom metrics are responsible for your time series usage. :dart:
No more guesswork! Metrics Usage gives you a clear picture of which metrics are being scraped across your entire environment. It’s like having a supercharged X-ray vision for your monitoring data! :eyes::male_superhero:
The goal? Empowering users to make informed decisions. Discover which metrics are driving your time series usage, optimize your resources, and gain control over your monitoring infrastructure.",Slack Link,Video,Video,Video,NA,Docs Link,Srikant,08/08/2023
7/14/2023,Component,Platform,OnPrem,,,6.3.0,"On-prem release v6.3 is live since July 11th
Risk Spotlight feature is now available for on-premise deployments
Process Tree Visualization in Events Feed as well
Full release notes and further information
Installer version: 6.3.0-1",Slack Link,NA,NA,NA,Release Link,NA,,
7/14/2023,Component,Secure,Cloud Connector,,,0.16.47,syscall rules are no longer used by CC/AC,Slack Link,NA,NA,NA,Release Notes,NA,,
7/14/2023,Component,Secure,Admission Controller Int,,,3.9.25,syscall rules are no longer used by CC/AC,Slack Link,NA,NA,NA,Release Notes,NA,,
7/18/2023,Product Feature,Secure,Detection & Response,Falco,,Deprecation Notice of policy scopes,,Slack Link,NA,NA,NA,Release Notes,NA,,
7/19/2023,Product Feature,Secure,Detection & Response,Insights,,Kubernetes Secure Live Preview enabled for all (US4 later today),"The current limitations at he moment are they must be on a team scoped with entire infrastructure. Release notes should be updated shortly, but the docs page is mostly correct, minus the ""Access the Feature"" will now be about ""Disabling the feature""
Users can still opt out of Secure Live from the User Profile page",Slack Link,NA,Video,Video,Release Notes,Docs Link,Gaurang,09/06/2023
7/21/2023,Product Feature,Monitor,Alert,,,Alert Resolution Delay is being released for PromQL Alerts! Say goodbye to noisy alert resolutions by making sure that an alert condition has resolved for n minutes before marking the alert as resolved!,"Alert Resolution Delay: The Alert Resolution Delay is identical to keep_firing_for in Prometheus. This setting enables the continuous firing of an alert occurrence for a user-defined duration even after the alert condition is no longer valid. Alerts that tend to flap or undergo bridges of no-data in the underlying metric can be configured with Alert Resolution Delay in order to prevent unnecessary noise and false resolutions. If the alert condition is once again met before the Alert Resolution Delay has elapsed, the alert will continue to trigger without needing to satisfy the duration once again.",Slack Link,Video,Coming Soon,Coming Soon,NA,?,,
7/21/2023,Product Feature,Secure,Detection & Response,Events,,AWS ML Console Login Detections are now in CA in all regions,The services are released in AWS and GCP environments and are ingesting AWS Cloudtrail Console Login events. Below you can see an example detection recorded in aws-prod-eu-1  for one of our internal customers.,Slack Link,NA,?,?,Release Notes,Docs Link,,
7/24/2023,Utility,Platform,CLI,,,The Platform team is happy to announce that we have performed an initial [SP-838] consolidation of the CLI tool ,"We have gathered the most common use cases and requests from parties that are using the tool, analysed the implementation deficiencies and identified what needs to be done to consolidate it. 
@filip.tubic
 then implemented the following changes which had the highest priority:
Fixed SDC-CLI backup to include Teams just for the selected product
Fixed restoring missing notification channels from Alert backup
Removed dead links from the documentation
Added option to backup/restore Scanning Alerts
Why?
The CLI hasn't had any real maintenance for years.
Availability?
GA",Slack Link,NA,NA,NA,NA,Docs Link,,
7/24/2023,Component,Platform,Terraform Provider,,,1.10.2,"ability to skip container instrumentation on fargate :fargate:
fixes when translating network rule properties to Falco network rules",Slack Link,NA,NA,NA,Release Notes,NA,,
7/24/2023,Product Feature,Platform,Platform Integration,Audit,,Audit Improvements M1 - Add user name and team name to Audit information,"What?
Added Username and Team name to the Sysdig Platform Audit information, available both in the API and the UI.
Why?
Previously, only user ID and team ID was stored as part of the Audit information. This caused issues when a user or team was deleted, it was very difficult to track who made the change.
Requested by Lulemon, TransUnion, Twilio
Availability?
GA in all SaaS regions",Slack Link,NA,?,?,NA,Docs Link,,
7/24/2023,Product Feature,Platform,Settings,SSO,,we have added support for OpenID Single Logout,"What?
RP-Initiated Logout mechanism - an RP requests that the OP  log out the End-User by redirecting the End-User's User Agent to the OP's Logout Endpoint. Essentially, when the user logs out from Sysdig, they are automatically logged out from their IdP (for example Okta, Ping, etc) as well.. 
@Emanuele Lombardi
 really pulled a miracle in order to get this done in record time.
Why?
Requested by Kaiser. Also, it improves our OpenID integration and improves our Enterprise Readiness.
Availability?
GA in all SaaS regions",Slack Link,NA,NA,NA,NA,Docs Link,,
7/24/2023,Utility,Platform,Consolidation,,,Secure Captures page was ported to Monitor as part of our contiguous effort to unify functionalities between products and promote sharing.,"What?
Secure Captures page was ported to Monitor as part of our contiguous effort to unify functionalities between products and promote sharing.
Why?
The previous Monitor Captures page was very old, so we modernised it. It was also missing some pieces of functionality, like taking captures. Additionally, taking captures was the last remaining item blocking the deprecation of the old Explore.
Availability?
GA in all SaaS regions",Slack Link,NA,NA,NA,NA,Docs Link,,
7/26/2023,Utility,Secure,Falco,,,New Fileless Malware Detection capability Rule,"The Agent Detection team along with TRT team are pleased to announce the new Fileless Malware Detection capability.  :tada:
What?
   Sysdig Secure adds a new capability to detect Fileless Attacks.
   This is done by adding a new falco rule ""Fileless Malware Detected (memfd)""  to the Sysdig Runtime Threat Detection managed policy.
Why?
    Malicious attacks where the bad code is loaded directly into memory without creating a file are becoming common. Our competitors recently released similar capabilities to address these.
Availability?
    GA in all regions.
Caveats ?
Sysdig Runtime Threat Detection managed policy should be enabled
Agent version Required : 12.15+",Slack Link,NA,NA,NA,NA,Docs Link,,
7/26/2023,Component,Secure,Admission Controller,,,0.11.8,"Changes the title for scan events in Secure to the format <policy> | <rule>, fixing a bug in the UI when using filters from the title in the event feed.",Slack Link,NA,NA,NA,Release Notes,NA,,
7/27/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,"Policy: Sysdig Runtime Threat Detection
False Positive Chance: Low","Contact GCP Instance Metadata Service from Container
This rule detects any connection to the metadata service from a container in GCP. This technique is used mainly for reconnaissance purposes or to try to steal credentials.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Contact Azure Instance Metadata Service from Container
The metadata service can be used by attackers to retrieve information about the attacked system. This rule detects any connection to this endpoint, as we already do with AWS and GCP, this rule is specific for Azure environments instead.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Fileless Malware Detected (memfd)
A new technique is used by attackers to execute their binaries and avoid detections. Basically they inject and execute their ELFs directly from the memory: so no hashes, malicious names or suspicious execution paths are used. This is called “Fileless malware execution”. This rule can detect this technique: it checks if the exe is executed directly from the memory and - in case - raises an alert.",Slack Link,NA,NA,NA,NA,NA,,
7/31/2023,Component,Platform,Terraform Provider,,,1.11.0,,Slack Link,NA,NA,NA,NA,NA,,
7/31/2023,Product Feature,Monitor,Alert,,,Alert Condition Summaries!,"Do you ever struggle with understanding Alert Rules? Do you know what the following Metric Alert query does?
avg(max(appinfo_mongodb_connections_current)) < 2 over the last 30m
I sure don’t, and that’s why we’re releasing Alert Condition Summaries! Next week, Metric Alerts will now have a human-readable summary to provide users with a clearer understanding of Alert Rules’ behavior.
The above query will have the following summary.
Alert Threshold: Trigger if [appinfo_mongodb_connections_current] is [less than] [2] [for the entire time] over the last [30m] where [Alert Scope]
[Multiple Alerts] for [avg] of each unique combination of [kube_cluster_name] + [host_hostname]
We believe this human-readable summary will allow users to quickly grasp the essence of the Alert Rule. If you have any further questions or need assistance with anything else, please feel free to reach out",Slack Link,NA,Video,Video,NA,NA,Majid,08/17/2023
08/02/2023,Component,Secure,CLI,,,1.5.1,"Released new version of cli-scanner with a breaking change in tech preview. The format of the JSON scan result has been changed in CLI Scanner v1.5.1.
When you run cli-scanner with the --json-scan-result parameter, the severities in JSON keys are not capitalized anymore.",Slack Link ,NA,NA,NA,NA,NA,,
08/02/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,"Policy: Sysdig AWS Notable Logs
False Positive Chance: Low","AWS IAM Credential Report Request
Detects request to download an AWS IAM credential report.  This may be leveraged by attackers to get insight on accounts to compromise.
Policy: No Managed policiy, TBD
False Positive Chance: Low
AWS RDS Master Password Update
Detects when the master password for an AWS RDS Database is changed.
Policy: Sysdig AWS Notable Logs
False Positive Chance: Low
AWS ECS Create Task Definition
Detects the creation of an ECS Task Definition.  This may indicate unauthorized programs, like coin miners, are being created.
Policy: Sysdig AWS Notable Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
08/03/2023,Component,Secure,Fargate,,,4.2.0,Fargate Agent 4.2.0 fixes a lot of CVEs discovered during the last months and include important fixes for the fastest-in-the market Sysdig userspace instrumentation.,Slack link,NA,NA,NA,Release Notes,NA,,
08/03/2023,Product Feature,Monitor,Explore,Metric Usage,,Added Total TS panel to Monitor Metrics Usage,"Don’t like suming numbers? Simple additions is not your FORTE? Tired of having to export metrics count to a spreadsheet?
You would be happy to know we added a Total TS panel to Monitor Metrics Usage .",Slack Link,NA,#REF!,Video,,,,
08/03/2023,Product Feature,Monitor,Alert,,,Manual Alert Occurrence Resolution,"Tired of that pesky alert occurrence that won’t go away? Manually resolve them! Manually resolve a single alerting segment, all alerting segments for an alert rule, or even resolve every single alert in your infrastructure with bulk actions!",Slack Link,NA,Coming Soon,Coming Soon,NA,Docs Link,,
08/03/2023,Product Feature,Monitor,Alert,,,Automatic Deactivation of Orphaned Alert Occurrences,"Sysdig can now automatically mark orphaned alert occurrences as ‘deactivated.’ Orphaned alert occurrences are alerts triggered by entities that no longer report data. This can happen when cloud infrastructure is cycled, creating potentially outdated and obsolete alert occurrences. By leveraging this feature, you can be confident that alerts occurrences are coming from entities that are actually reporting data into the system, instead of that database that was decommissioned months ago",Slack Link,NA,Coming Soon,Coming Soon,,Docs Link,,
